200,NULL
201,NULL
202,NULL
203,NULL
204,NULL
205,NULL
206,NULL
207,NULL
208,NULL
209,NULL
210,NULL
211,NULL
212,NULL
213,NULL
214,NULL
215,NULL
216,NULL
217,NULL
218,NULL
219,NULL
220,NULL
221,NULL
222,NULL
223,NULL
224,NULL
225,NULL
226,NULL
227,NULL
228,NULL
229,NULL
230,NULL
231,NULL
232,NULL
233,NULL
234,NULL
235,NULL
236,NULL
237,NULL
238,NULL
239,NULL
240,NULL
241,NULL
242,NULL
243,NULL
244,NULL
245,NULL
246,NULL
247,NULL
248,NULL
249,NULL
250,NULL
251,NULL
252,NULL
253,NULL
254,NULL
255,NULL
256,NULL
257,NULL
258,NULL
259,NULL
260,NULL
261,NULL
262,NULL
263,NULL
264,NULL
265,NULL
266,NULL
267,NULL
268,NULL
269,NULL
270,NULL
271,NULL
272,NULL
273,NULL
274,NULL
275,NULL
276,NULL
277,NULL
278,NULL
279,NULL
280,NULL
281,NULL
282,NULL
283,NULL
284,NULL
285,NULL
286,NULL
287,NULL
288,NULL
289,NULL
290,NULL
291,NULL
292,NULL
293,NULL
294,NULL
295,NULL
296,NULL
297,NULL
298,NULL
299,NULL
300,NULL
301,NULL
302,NULL
303,NULL
304,NULL
305,NULL
306,NULL
307,NULL
308,NULL
309,NULL
310,NULL
311,NULL
312,NULL
313,NULL
314,NULL
315,NULL
316,NULL
317,NULL
318,NULL
319,NULL
320,NULL
321,NULL
322,NULL
323,NULL
324,NULL
325,NULL
326,NULL
327,NULL
328,NULL
329,NULL
330,NULL
331,NULL
332,NULL
333,NULL
334,NULL
335,NULL
336,NULL
337,NULL
338,NULL
339,NULL
340,NULL
341,NULL
342,NULL
343,NULL
344,NULL
345,NULL
346,NULL
347,NULL
348,NULL
349,NULL
350,NULL
351,NULL
352,NULL
353,NULL
354,NULL
355,NULL
356,NULL
357,NULL
358,NULL
359,NULL
360,NULL
361,NULL
362,NULL
363,NULL
364,NULL
365,NULL
366,NULL
367,NULL
368,NULL
369,NULL
370,NULL
371,NULL
372,NULL
373,NULL
374,NULL
375,NULL
376,NULL
377,NULL
378,NULL
379,NULL
380,NULL
381,NULL
382,NULL
383,NULL
384,NULL
385,NULL
386,NULL
387,NULL
388,NULL
389,NULL
390,NULL
391,NULL
392,NULL
393,NULL
394,NULL
395,NULL
396,NULL
397,NULL
398,NULL
399,NULL
400,NULL
401,NULL
402,NULL
403,NULL
404,NULL
405,NULL
406,NULL
407,NULL
408,NULL
409,NULL
410,NULL
411,NULL
412,NULL
413,NULL
414,NULL
415,NULL
416,NULL
417,NULL
418,NULL
419,NULL
420,NULL
421,NULL
422,NULL
423,NULL
424,NULL
425,NULL
426,NULL
427,NULL
428,NULL
429,NULL
430,NULL
431,NULL
432,NULL
433,NULL
434,NULL
435,NULL
436,NULL
437,NULL
438,NULL
439,NULL
440,NULL
441,NULL
442,NULL
443,NULL
444,NULL
445,NULL
446,NULL
447,NULL
448,NULL
449,NULL
450,NULL
451,NULL
452,NULL
453,NULL
454,NULL
455,NULL
456,NULL
457,NULL
458,NULL
459,NULL
460,NULL
461,NULL
462,NULL
463,NULL
464,NULL
465,NULL
466,NULL
467,NULL
468,NULL
469,NULL
470,NULL
471,NULL
472,NULL
473,NULL
474,NULL
475,NULL
476,NULL
477,NULL
478,NULL
479,NULL
480,NULL
481,NULL
482,NULL
483,NULL
484,NULL
485,NULL
486,NULL
487,NULL
488,NULL
489,NULL
490,NULL
491,NULL
492,NULL
493,NULL
494,NULL
495,NULL
496,NULL
497,NULL
498,NULL
499,NULL
500,NULL
501,NULL
502,NULL
503,NULL
504,NULL
505,NULL
506,NULL
507,NULL
508,NULL
509,NULL
510,NULL
511,NULL
512,NULL
513,NULL
514,NULL
515,NULL
516,NULL
517,NULL
518,NULL
519,NULL
520,NULL
521,NULL
522,NULL
523,NULL
524,NULL
525,NULL
526,NULL
527,NULL
528,NULL
529,NULL
530,NULL
531,NULL
532,NULL
533,NULL
534,NULL
535,NULL
536,NULL
537,NULL
538,NULL
539,NULL
540,NULL
541,NULL
542,NULL
543,NULL
544,NULL
545,NULL
546,NULL
547,NULL
548,NULL
549,NULL
550,NULL
551,NULL
552,NULL
553,NULL
554,NULL
555,NULL
556,NULL
557,NULL
558,NULL
559,NULL
560,NULL
561,NULL
562,NULL
563,NULL
